ID,geneName,name,subsystem,lower_bound,upper_bound,metabolite_list,,,,,,,,,
R0714,malate_dehydrogenase,malate_dehydrogenase,A,-1000,1000,s_0066,-1,s_0434,-1,s_0794,1,s_0423,1,s_1271,1
