ID,geneName,name,subsystem,lower_bound,upper_bound,metabolite_list,,,,,,,,,
R0770,NADH_dehydrogenase,NADH_dehydrogenase,C,0,1000,s_1537,-1,s_0794,-1,s_0423,-1,s_1535,1,s_0434,1
